address,area,direction,floornumber,furniture,numBath,numBed,numFloor,price,price_m2,type,type_detail,url
"Phòng 209, Nhà C3 Tập thể Vĩnh Hồ, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",26.3,,2,Hoàn thiện cơ bản,2,1,1,1.4,0.05385,Căn hộ/Chung cư,Tập thể,https://nha.chotot.com/ha-noi/quan-dong-da/mua-ban-can-ho-chung-cu/88257850.htm
"Đường Trường Sa, Xã Đông Hội, Huyện Đông Anh, Hà Nội",82.1,Đông Bắc,,Bàn giao thô,2,3,1,0.019,231.707 đ/m²,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/huyen-dong-anh/mua-ban-can-ho-chung-cu/88258053.htm
"Đường Chùa Láng, Phường Láng Hạ, Quận Đống Đa, Hà Nội",45.0,,,,,2,1,0.97,0.02156,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-dong-da/mua-ban-can-ho-chung-cu/88259287.htm
"Đường Linh Đường, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",63.0,Đông Nam,,,2,2,1,1.22,0.01937,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-hoang-mai/mua-ban-can-ho-chung-cu/88259587.htm
"Đường Nguyễn Xiển, Phường Đại Kim, Quận Hoàng Mai, Hà Nội",56.0,,,,2,2,1,1.33,0.02375,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-hoang-mai/mua-ban-can-ho-chung-cu/88259768.htm
"Đường Đại lộ Thăng Long, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội",32.0,Tây Bắc,,Hoàn thiện cơ bản,1,1,1,1.3,0.04063,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-nam-tu-liem/mua-ban-can-ho-chung-cu/88260010.htm
"Đường Đại lộ Thăng Long, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội",31.9,,,Nội thất đầy đủ,1,1,1,1.23,0.03968,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-nam-tu-liem/mua-ban-can-ho-chung-cu/88260046.htm
"Đường Phan Trọng Tuệ, Xã Tả Thanh Oai, Huyện Thanh Trì, Hà Nội",60.0,,,,2,2,1,0.96,0.016,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/huyen-thanh-tri/mua-ban-can-ho-chung-cu/88260063.htm
"Đường Phan Trọng Tuệ, Xã Tả Thanh Oai, Huyện Thanh Trì, Hà Nội",45.0,Đông Nam,,,1,1,1,0.72,0.016,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/huyen-thanh-tri/mua-ban-can-ho-chung-cu/88260180.htm
"Đường Phan Trọng Tuệ, Xã Tả Thanh Oai, Huyện Thanh Trì, Hà Nội",66.0,Đông Nam,,,2,2,1,1.1,0.01667,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/huyen-thanh-tri/mua-ban-can-ho-chung-cu/88260275.htm
"Đường Phan Trọng Tuệ, Xã Tả Thanh Oai, Huyện Thanh Trì, Hà Nội",45.5,,,,1,1,1,0.72,0.016,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/huyen-thanh-tri/mua-ban-can-ho-chung-cu/88260310.htm
"Tổ 10, Phường Bồ Đề, Quận Long Biên, Hà Nội",87.3,Đông Nam,,,2,3,1,3.6,0.04138,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-long-bien/mua-ban-can-ho-chung-cu/88251043.htm
"2, 2 Đường Kim Giang, Phường Kim Giang, Quận Thanh Xuân, Hà Nội",68.0,Bắc,,Nội thất đầy đủ,2,2,1,2.4,0.03529,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-thanh-xuan/mua-ban-can-ho-chung-cu/88244168.htm
"Đường Tố Hữu, Phường La Khê, Quận Hà Đông, Hà Nội",136.0,,22,Nội thất đầy đủ,2,3,1,3.3,0.02426,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-ha-dong/mua-ban-can-ho-chung-cu/88244240.htm
"2, 2 Đường Kim Giang, Phường Kim Giang, Quận Thanh Xuân, Hà Nội",77.0,Bắc,,Hoàn thiện cơ bản,2,2,1,2.5,0.03247,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-thanh-xuan/mua-ban-can-ho-chung-cu/88244300.htm
"Đường Phan Trọng Tuệ, Xã Tả Thanh Oai, Huyện Thanh Trì, Hà Nội",59.0,Tây Bắc,,Nội thất đầy đủ,2,2,1,1.05,0.0178,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/huyen-thanh-tri/mua-ban-can-ho-chung-cu/88243028.htm
"120 Định Công, Phường Định Công, Quận Hoàng Mai, Hà Nội",48.15,,,,2,2,1,1.7,0.03542,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-hoang-mai/mua-ban-can-ho-chung-cu/88243044.htm
"Đường Phùng Hưng, Phường Phúc La, Quận Hà Đông, Hà Nội",73.0,Đông Bắc,,,2,2,1,1.13,0.01548,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-ha-dong/mua-ban-can-ho-chung-cu/88243452.htm
"Đường Phúc La, Phường Vạn Phúc, Quận Hà Đông, Hà Nội",62.0,,,,2,2,1,1.585,0.02556,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-ha-dong/mua-ban-can-ho-chung-cu/88243556.htm
"Đường Phan Trọng Tuệ, Xã Tả Thanh Oai, Huyện Thanh Trì, Hà Nội",60.0,Tây Bắc,,,1,1,1,0.6,0.01,Căn hộ/Chung cư,Penthouse,https://nha.chotot.com/ha-noi/huyen-thanh-tri/mua-ban-can-ho-chung-cu/88243635.htm
"Đường Đại lộ Thăng Long, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội",43.0,Đông Bắc,17,Nội thất đầy đủ,1,2,1,1.85,0.04302,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-nam-tu-liem/mua-ban-can-ho-chung-cu/88158117.htm
"Số 79, Số 79 Đường Ngọc Hồi, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",65.0,,,Hoàn thiện cơ bản,2,2,1,1.9,0.02923,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-hoang-mai/mua-ban-can-ho-chung-cu/88244015.htm
"Đường Quốc Lộ 5, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội",60.0,Đông Bắc,,Nội thất đầy đủ,1,2,1,1.55,0.02583,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/huyen-gia-lam/mua-ban-can-ho-chung-cu/88244034.htm
"Đường Phùng Hưng, Phường Phúc La, Quận Hà Đông, Hà Nội",75.0,Tây Nam,,Nội thất đầy đủ,2,2,1,1.25,0.01667,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-ha-dong/mua-ban-can-ho-chung-cu/88244135.htm
"Đường Quốc Lộ 5, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội",45.0,,,,1,1,1,1.3,0.02889,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/huyen-gia-lam/mua-ban-can-ho-chung-cu/88244503.htm
"Đường Quốc Lộ 5, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội",42.9,Tây,,Nội thất đầy đủ,1,1,1,1.3,0.03095,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/huyen-gia-lam/mua-ban-can-ho-chung-cu/88245586.htm
"Đường Phúc La, Phường Vạn Phúc, Quận Hà Đông, Hà Nội",55.0,Đông Bắc,,,1,2,1,1.28,0.02327,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-ha-dong/mua-ban-can-ho-chung-cu/88245675.htm
"đường Lê Trọng Tấn, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",50.0,,,,1,1,1,0.78,0.0156,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-ha-dong/mua-ban-can-ho-chung-cu/88246018.htm
"Đường Võ Chí Công, Phường Phú Thượng, Quận Tây Hồ, Hà Nội",100.0,,,,2,3,1,3.5,0.035,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-tay-ho/mua-ban-can-ho-chung-cu/88246097.htm
"Khu đô thị Thanh Hà, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",68.0,,,,2,2,1,1.2,0.01765,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-ha-dong/mua-ban-can-ho-chung-cu/88246208.htm
"Đường Quốc Lộ 5, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội",68.0,,,Hoàn thiện cơ bản,2,2,1,1.75,0.02574,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/huyen-gia-lam/mua-ban-can-ho-chung-cu/88246323.htm
"Đường Tôn Đức Thắng, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",90.0,,,,,2,1,1.85,0.02056,Căn hộ/Chung cư,Tập thể,https://nha.chotot.com/ha-noi/quan-dong-da/mua-ban-can-ho-chung-cu/88246377.htm
"Đường Đại lộ Thăng Long, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội",58.0,Tây,,,1,2,1,1.77,0.03052,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-nam-tu-liem/mua-ban-can-ho-chung-cu/88229424.htm
"Đường Khâm Thiên, Phường Phương Liên, Quận Đống Đa, Hà Nội",30.0,,,,1,1,1,0.59,0.01967,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-dong-da/mua-ban-can-ho-chung-cu/88247724.htm
"xã đàn, Phường Phương Liên, Quận Đống Đa, Hà Nội",30.0,,,,1,1,1,0.59,0.01967,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-dong-da/mua-ban-can-ho-chung-cu/88248109.htm
"Đường Quốc Lộ 5, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội",28.0,,,,1,2,1,0.9,0.03214,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/huyen-gia-lam/mua-ban-can-ho-chung-cu/88249143.htm
"Đường Hoàng Mai, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội",75.0,,,Nội thất cao cấp,2,3,1,2.3,0.03067,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-hoang-mai/mua-ban-can-ho-chung-cu/88249688.htm
"Số 8 đường Lê Đức Thọ, Phường Mỹ Đình 2, quận Nam Từ Liêm, Hà Nội, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",89.0,Nam,,,2,2,1,0.4,0.00449,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-nam-tu-liem/mua-ban-can-ho-chung-cu/88249766.htm
"Đường Võ Chí Công, Phường Phú Thượng, Quận Tây Hồ, Hà Nội",168.0,Bắc,10,Nội thất cao cấp,2,3,1,6.2,0.0369,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-tay-ho/mua-ban-can-ho-chung-cu/88231914.htm
"Đường Thượng Đình, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",40.0,,,,1,2,1,0.95,0.02375,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-thanh-xuan/mua-ban-can-ho-chung-cu/88250037.htm
"Đường Nghiêm Xuân Yêm, Phường Đại Kim, Quận Hoàng Mai, Hà Nội",73.6,Đông Nam,,,2,3,1,1.58,0.02164,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-hoang-mai/mua-ban-can-ho-chung-cu/88250140.htm
"Đường Tố Hữu, Phường Đại Mỗ, Quận Nam Từ Liêm, Hà Nội",99.5,Tây Bắc,,Hoàn thiện cơ bản,3,3,1,3.5,0.03535,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-nam-tu-liem/mua-ban-can-ho-chung-cu/88250217.htm
"Đường Lê Văn Lương, Phường La Khê, Quận Hà Đông, Hà Nội",146.0,Đông Nam,,,3,3,1,3.84,0.0263,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-ha-dong/mua-ban-can-ho-chung-cu/88250255.htm
"Đường Nguyễn Văn Hưởng, Phường Việt Hưng, Quận Long Biên, Hà Nội",61.0,,,,1,2,1,1.25,0.02049,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-long-bien/mua-ban-can-ho-chung-cu/88250415.htm
"Đường Đại lộ Thăng Long, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội",80.0,Đông Bắc,,Hoàn thiện cơ bản,2,3,1,2.48,0.031,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-nam-tu-liem/mua-ban-can-ho-chung-cu/88250428.htm
"Đường Đại lộ Thăng Long, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội",64.0,,,,2,2,1,2.29,0.03578,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-nam-tu-liem/mua-ban-can-ho-chung-cu/88250692.htm
"Đường Đại lộ Thăng Long, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội",63.0,Đông Bắc,,Nội thất cao cấp,2,2,1,2.29,0.03635,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-nam-tu-liem/mua-ban-can-ho-chung-cu/88250787.htm
"Đường Nghiêm Xuân Yêm, Phường Đại Kim, Quận Hoàng Mai, Hà Nội",73.6,Tây Bắc,,,2,3,1,1.57,0.02151,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-hoang-mai/mua-ban-can-ho-chung-cu/88250827.htm
"Đường Quốc Lộ 5, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội",80.0,Đông Bắc,16,Hoàn thiện cơ bản,2,3,1,2.3,0.02875,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/huyen-gia-lam/mua-ban-can-ho-chung-cu/88250906.htm
"Đường Phan Trọng Tuệ, Xã Tả Thanh Oai, Huyện Thanh Trì, Hà Nội",60.0,Tây Bắc,32,Nội thất đầy đủ,1,1,1,0.6,0.01,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/huyen-thanh-tri/mua-ban-can-ho-chung-cu/88250971.htm
"Số 79, Số 79 Đường Ngọc Hồi, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",100.0,,,Nội thất đầy đủ,2,3,1,1.65,0.0165,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-hoang-mai/mua-ban-can-ho-chung-cu/88251020.htm
"Đường Linh Đường, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",47.0,Đông Nam,,Nội thất đầy đủ,1,2,1,0.81,0.01723,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-hoang-mai/mua-ban-can-ho-chung-cu/88251070.htm
"Đường Gia Quất, Phường Thượng Thanh, Quận Long Biên, Hà Nội",68.0,,,Hoàn thiện cơ bản,2,2,1,0.0165,242.647 đ/m²,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-long-bien/mua-ban-can-ho-chung-cu/88251342.htm
"Đường Phúc La, Phường Vạn Phúc, Quận Hà Đông, Hà Nội",59.0,Đông Bắc,,Nội thất đầy đủ,2,2,1,1.5,0.02542,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-ha-dong/mua-ban-can-ho-chung-cu/88251457.htm
"đường Lê Trọng Tấn, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",82.0,Tây,,Nội thất đầy đủ,2,3,1,1.6,0.01951,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-ha-dong/mua-ban-can-ho-chung-cu/88252309.htm
"S2.02, Vinhome, Xã Kiêu Kỵ, Huyện Gia Lâm, Hà Nội",80.0,Tây Nam,23,Hoàn thiện cơ bản,2,3,1,0.00295,36.875 đ/m²,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/huyen-gia-lam/mua-ban-can-ho-chung-cu/88252345.htm
"Đường Phan Trọng Tuệ, Xã Tả Thanh Oai, Huyện Thanh Trì, Hà Nội",60.0,,,,2,2,1,0.95,0.01583,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/huyen-thanh-tri/mua-ban-can-ho-chung-cu/88252646.htm
"Đường 70, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội",46.0,,,,1,1,1,1.4,0.03043,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-nam-tu-liem/mua-ban-can-ho-chung-cu/88234795.htm
"Đường Nguyễn Chánh, Phường Yên Hoà, Quận Cầu Giấy, Hà Nội",40.0,,,Hoàn thiện cơ bản,1,1,1,1.25,0.03125,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-cau-giay/mua-ban-can-ho-chung-cu/88252877.htm
"Đường Phạm Hùng, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội",72.0,,,,2,2,1,3.25,0.04514,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-nam-tu-liem/mua-ban-can-ho-chung-cu/88253168.htm
"Đường Quốc Lộ 5, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội",80.0,,,,2,3,1,2.25,0.02813,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/huyen-gia-lam/mua-ban-can-ho-chung-cu/88253296.htm
"Đường Linh Đường, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",76.27,,,,2,2,1,1.45,0.01908,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-hoang-mai/mua-ban-can-ho-chung-cu/88253520.htm
"Đường Linh Đường, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",45.0,,,,1,1,1,0.83,0.01844,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-hoang-mai/mua-ban-can-ho-chung-cu/88253655.htm
"Xã Đàn, Phường Phương Liên, Quận Đống Đa, Hà Nội",46.0,Đông Bắc,2,Nội thất đầy đủ,1,2,1,0.92,0.02,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-dong-da/mua-ban-can-ho-chung-cu/88254051.htm
"Đường Phùng Hưng, Phường Phúc La, Quận Hà Đông, Hà Nội",68.0,,,,2,2,1,1.3,0.01912,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-ha-dong/mua-ban-can-ho-chung-cu/88255374.htm
"202, Đường Vũ Ngọc Phan, Phường Láng Hạ, Quận Đống Đa, Hà Nội",140.0,,2,Nội thất đầy đủ,2,2,1,4.2,0.03,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-dong-da/mua-ban-can-ho-chung-cu/88255823.htm
"số 2, số 2 Đường Lê Văn Thiêm, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",108.0,Đông Nam,18,Nội thất cao cấp,2,4,1,3.65,0.0338,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-thanh-xuan/mua-ban-can-ho-chung-cu/88256312.htm
"Đường Linh Đường, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",70.01,Đông Nam,,Nội thất cao cấp,2,2,1,1.19,0.017,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-hoang-mai/mua-ban-can-ho-chung-cu/88257365.htm
"Đường Nguyễn Xiển, Phường Đại Kim, Quận Hoàng Mai, Hà Nội",54.32,Bắc,,Nội thất đầy đủ,2,2,1,1.19,0.02204,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-hoang-mai/mua-ban-can-ho-chung-cu/88257424.htm
"Đường Linh Đường, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",63.0,Đông Bắc,,,2,2,1,1.21,0.01921,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-hoang-mai/mua-ban-can-ho-chung-cu/88257510.htm
"Khu đô thị Xa La, Phường Phúc La, Quận Hà Đông, Hà Nội",57.0,Tây Bắc,,,2,2,1,1.42,0.02491,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-ha-dong/mua-ban-can-ho-chung-cu/88260528.htm
"Đường Nghiêm Xuân Yêm, Phường Đại Kim, Quận Hoàng Mai, Hà Nội",51.0,Tây Nam,,Nội thất đầy đủ,1,1,1,1.54,0.0302,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-hoang-mai/mua-ban-can-ho-chung-cu/88260554.htm
"Đường Phúc La, Phường Vạn Phúc, Quận Hà Đông, Hà Nội",75.0,,,,2,2,1,0.017,226.666 đ/m²,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-ha-dong/mua-ban-can-ho-chung-cu/88260571.htm
"Đường Phan Trọng Tuệ, Xã Tả Thanh Oai, Huyện Thanh Trì, Hà Nội",66.0,Đông Nam,,,2,2,1,1.1,0.01667,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/huyen-thanh-tri/mua-ban-can-ho-chung-cu/88260643.htm
"CT15, CT15 Đường Việt Hưng, Phường Giang Biên, Quận Long Biên, Hà Nội",100.0,Tây Bắc,,,2,3,1,3.25,0.0325,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-long-bien/mua-ban-can-ho-chung-cu/88260868.htm
"Đường Linh Đường, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",67.04,Đông Bắc,,,2,2,1,1.29,0.01925,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-hoang-mai/mua-ban-can-ho-chung-cu/88257525.htm
"Khu đô thị mới Nghĩa Đô, Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Hà Nội",45.0,,,,1,1,1,1.775,0.03944,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-bac-tu-liem/mua-ban-can-ho-chung-cu/88242942.htm
"Đường Đại lộ Thăng Long, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội",30.0,,,,,1,1,0.95,0.03167,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-nam-tu-liem/mua-ban-can-ho-chung-cu/88239712.htm
"21, 21 Đường Lê Đức Thọ, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",139.0,Đông,31,Nội thất đầy đủ,2,4,1,4.3,0.03094,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-nam-tu-liem/mua-ban-can-ho-chung-cu/88239735.htm
"Đường Đại lộ Thăng Long, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội",54.0,Đông Nam,8,Hoàn thiện cơ bản,1,2,1,1.878,0.03478,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-nam-tu-liem/mua-ban-can-ho-chung-cu/88240186.htm
"C16, Đường Nguyễn Quý Đức, Phường Thanh Xuân Bắc, Quận Thanh Xuân, Hà Nội",40.0,,,,1,2,1,1.0,0.025,Căn hộ/Chung cư,Tập thể,https://nha.chotot.com/ha-noi/quan-thanh-xuan/mua-ban-can-ho-chung-cu/88240573.htm
"Đường Trần Vỹ, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội",127.0,,,,2,3,1,2.9,0.02283,Căn hộ/Chung cư,Duplex,https://nha.chotot.com/ha-noi/quan-cau-giay/mua-ban-can-ho-chung-cu/88240581.htm
"Đường Linh Đường, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",45.0,,,,1,1,1,0.79,0.01756,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-hoang-mai/mua-ban-can-ho-chung-cu/88241560.htm
"Đường Ba La, Phường Phú Lương, Quận Hà Đông, Hà Nội",67.0,,,Nội thất đầy đủ,2,2,1,1.25,0.01866,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-ha-dong/mua-ban-can-ho-chung-cu/88241643.htm
"Đường Linh Đường, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",47.0,,,,1,1,1,0.81,0.01723,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-hoang-mai/mua-ban-can-ho-chung-cu/88241724.htm
"Đường Linh Đường, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",47.0,Đông Nam,,,1,1,1,0.81,0.01723,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-hoang-mai/mua-ban-can-ho-chung-cu/88241792.htm
"Đường Nguyễn Xiển, Phường Đại Kim, Quận Hoàng Mai, Hà Nội",56.0,,,,2,2,1,1.15,0.02054,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-hoang-mai/mua-ban-can-ho-chung-cu/88241850.htm
"Số 79, Số 79 Đường Ngọc Hồi, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",100.0,,,Nội thất cao cấp,2,3,1,2.3,0.023,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-hoang-mai/mua-ban-can-ho-chung-cu/88241912.htm
"Đường Đại lộ Thăng Long, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội",63.0,Tây Nam,,Nội thất cao cấp,2,2,1,2.418,0.03838,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-nam-tu-liem/mua-ban-can-ho-chung-cu/88242010.htm
"Số 102-104, Số 102-104 Đường Trần Phú, Phường Mộ Lao, Quận Hà Đông, Hà Nội",76.0,Đông Bắc,,Nội thất cao cấp,2,2,1,1.98,0.02605,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-ha-dong/mua-ban-can-ho-chung-cu/88242039.htm
"Đường Nguyễn Xiển, Phường Đại Kim, Quận Hoàng Mai, Hà Nội",49.0,Đông Nam,,,1,1,1,1.39,0.02837,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-hoang-mai/mua-ban-can-ho-chung-cu/88242109.htm
"Đường Ba La, Phường Phú Lương, Quận Hà Đông, Hà Nội",67.0,Tây Nam,,Nội thất đầy đủ,2,2,1,1.25,0.01866,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-ha-dong/mua-ban-can-ho-chung-cu/88242256.htm
"Đường Nguyễn Xiển, Phường Đại Kim, Quận Hoàng Mai, Hà Nội",56.0,Đông Nam,,,2,2,1,1.15,0.02054,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-hoang-mai/mua-ban-can-ho-chung-cu/88235550.htm
"Tuyến đường sắt đô thị trên cao Cát Linh, Phường Phú Lãm, Quận Hà Đông, Hà Nội",62.0,Nam,,Hoàn thiện cơ bản,2,2,1,1.05,0.01694,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-ha-dong/mua-ban-can-ho-chung-cu/88232503.htm
"Đường Cầu Bươu, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",47.0,Đông,,,1,2,1,0.92,0.01957,Căn hộ/Chung cư,Chung cư,https://nha.chotot.com/ha-noi/quan-ha-dong/mua-ban-can-ho-chung-cu/88227906.htm
